Date,Close,High,Low,Open,Volume
2015-10-19,25.084270477294922,25.08875988200489,24.72056703284584,24.875478044661843,119036800
2015-10-20,25.54226303100586,25.63206653358358,24.879965411106454,24.996708765455946,195871200
2015-10-21,25.540023803710938,25.948628187111815,25.526552162529605,25.593905229857302,167180800
2015-10-22,25.930665969848633,25.930665969848633,25.616354524611886,25.66799210227932,166616400
2015-10-23,26.734405517578125,26.76808205066041,26.117008691554844,26.200075531916905,237467600
2015-10-26,25.881275177001953,26.521122466591017,25.800452181173895,26.509898097251355,265335200
2015-10-27,25.71738052368164,26.164150763231532,25.59165493545775,25.908211895319788,279537600
2015-10-28,26.77705955505371,26.78379623162936,26.05638931881799,26.25171183088282,342205600
2015-10-29,27.059940338134766,27.095862428854197,26.552551940309957,26.649090418043976,204909200
2015-10-30,26.828699111938477,27.21485304685405,26.81747302967664,27.163215466453153,197461200
2015-11-02,27.20586395263672,27.24627543804448,26.853386662691996,27.12055157804661,128813200
2015-11-03,27.5179386138916,27.724485511182642,27.098108142190735,27.11831474782773,182076000
2015-11-04,27.389965057373047,27.798569385616204,27.30465266808603,27.643658379389816,179544400
2015-11-05,27.263704299926758,27.66278529417685,27.096857762994112,27.473390486687432,158210800
2015-11-06,27.295265197753906,27.464366877178666,27.19606004888809,27.306539331125386,132169200
2015-11-09,27.184795379638672,27.46437643863415,27.067552264637932,27.272728145937183,135485600
2015-11-10,26.328004837036133,26.621115118947525,26.167922111441595,26.357316897342074,236511600
2015-11-11,26.179201126098633,26.47456491372113,25.9762787177279,26.23782353744832,180872000
2015-11-12,26.09126091003418,26.339276351497883,26.075478156128067,26.21301432024898,130102400
2015-11-13,25.329179763793945,26.05744519313716,25.31339700688268,25.974021066496764,183249600
2015-11-16,25.744037628173828,25.757565210954596,25.027046497544635,25.112724055474644,152426800
2015-11-17,25.633562088012695,25.940199957100166,25.550137968269766,25.91088789655169,110467600
2015-11-18,26.445247650146484,26.490340742347474,26.041658110240164,26.100280506254414,186698800
2015-11-19,26.781198501586914,26.99990363296767,26.325752032261562,26.52416406599485,173183200
2015-11-20,26.898448944091797,27.038238605270756,26.796986874967477,26.875900670825235,137148400
2015-11-23,26.548967361450195,26.995396614093863,26.456524271484874,26.89167938918934,129930000
2015-11-24,26.803747177124023,26.909717854981725,26.406923078164844,26.454271349511398,171212800
2015-11-25,26.61209487915039,26.88265860028706,26.58729316170808,26.878148258829594,85553200
2015-11-27,26.562496185302734,26.697778930112786,26.51514791269584,26.670722037112466,52185600
2015-11-30,26.672975540161133,26.92324619414005,26.54896693857106,26.60307900099607,156721200
2015-12-01,26.456531524658203,26.787971228515257,26.348307368414236,26.77444363903275,139409600
2015-12-02,26.217525482177734,26.63013401452879,26.172432386701793,26.456521984544622,133546400
2015-12-03,25.974021911621094,26.332518430543608,25.753063307673987,26.278406365114538,166278000
2015-12-04,26.837566375732422,26.887169815402363,25.953728585841446,25.994313061917634,231108000
2015-12-07,26.668458938598633,27.024700183012374,26.562488289420656,26.82628818723068,128336800
2015-12-08,26.657196044921875,26.74061845965999,26.34830294874675,26.497111568669016,137238000
2015-12-09,26.068723678588867,26.53544439107156,25.946970224872715,26.524170254171413,185445600
2015-12-10,26.192729949951172,26.366342020939992,26.04392132358106,26.163419602988263,116850800
2015-12-11,25.518573760986328,26.016859893666684,25.444168600672466,25.971766795399066,187544800
2015-12-14,25.360750198364258,25.40584330374682,24.754238125876054,25.293108820098706,257274800
2015-12-15,24.912063598632812,25.432898038572702,24.88049808350816,25.23899460555466,213292400
2015-12-16,25.10371971130371,25.25027491746758,24.531029917690237,25.042843833151508,224954000
2015-12-17,24.571603775024414,25.308886390037067,24.571603775024414,25.257027781306913,179091200
2015-12-18,23.906475067138672,24.69336130570444,23.85687161756751,24.55582681397316,385813200
2015-12-21,24.199581146240234,24.20860011004079,23.80275533997306,24.188307011441676,190362400
2015-12-22,24.177030563354492,24.287509841144875,24.001163378870952,24.215359862968743,131157600
2015-12-23,24.488183975219727,24.54229604416937,24.17027191473331,24.186054673184938,130629600
2015-12-24,24.357412338256836,24.57611751245153,24.339374407970492,24.57611751245153,54281600
2015-12-28,24.0845890045166,24.28074757635794,23.940289039090082,24.258199309104633,106816800
2015-12-29,24.517488479614258,24.67306257599485,24.093607553479544,24.11615410015425,123724800
2015-12-30,24.197328567504883,24.50847511109567,24.16576305091705,24.481419936987034,100855200
2015-12-31,23.732866287231445,24.131945641271138,23.633659381512075,24.12743701837111,163649200
2016-01-04,23.753149032592773,23.757659374044465,22.997828537412097,23.13536470843741,270597600
2016-01-05,23.157915115356445,23.86588746445505,23.09027546402736,23.84334091401202,223164000
